0.000405016, 0
0.000426115, 0
0.000504383, 0
0.000722469, 0
0.00177426, 0
-0.00216126, -50.6884
-0.00059693, -60.4425
-0.000327641, -64.5019
-0.000218837, -67.059
-0.000161162, -68.9272
-0.000126058, -70.4006
-0.000102757, -71.6203
-8.63655e-05, -72.6639
-7.4329e-05, -73.5777
-6.51325e-05, -74.3906
-5.80348e-05, -75.1263
-5.24491e-05, -75.7932
-4.77609e-05, -76.4157
-4.39846e-05, -76.9889
-4.08333e-05, -77.5243
-3.81772e-05, -78.0258
-3.59214e-05, -78.4986
-3.39824e-05, -78.9462
-3.22946e-05, -79.3721
-3.06957e-05, -79.7796
-2.95568e-05, -80.1608
-2.84194e-05, -80.5296
-2.74159e-05, -80.8836
-2.65178e-05, -81.2236
-2.57345e-05, -81.5515
-2.501e-05, -81.8666
-2.43516e-05, -82.1734
-2.41938e-05, -82.4682
-2.32411e-05, -82.7535
-2.275e-05, -83.0286
-2.23066e-05, -83.2978
-2.19033e-05, -83.5589
-2.15298e-05, -83.8128
-2.11886e-05, -84.0598
-2.0856e-05, -84.3024
-2.06874e-05, -84.5438
-2.03049e-05, -84.7664
-2.00532e-05, -84.9895
-1.98217e-05, -85.2087
-1.95989e-05, -85.423
-1.93959e-05, -85.6323
-1.92066e-05, -85.8381
-1.90342e-05, -86.0394
-1.8992e-05, -86.2613
-1.87067e-05, -86.4303
-1.85744e-05, -86.619
-1.84129e-05, -86.8081
-1.82829e-05, -86.9908
-1.8162e-05, -87.1711
-1.8042e-05, -87.3489
-1.79582e-05, -87.5246
-1.78282e-05, -87.6906
-1.77382e-05, -87.8647
-1.76488e-05, -88.0316
-1.75547e-05, -88.1968
-1.74643e-05, -88.3569
-1.73863e-05, -88.5166
-1.73194e-05, -88.6741
-1.72378e-05, -88.8294
-1.71708e-05, -88.9849
-1.71015e-05, -89.136
-1.70436e-05, -89.285
-1.69839e-05, -89.433
-1.69283e-05, -89.5787
-1.68621e-05, -89.7262
-1.68246e-05, -89.8684
-1.67708e-05, -90.0101
-1.67685e-05, -90.1226
-1.6688e-05, -90.2886
-1.66238e-05, -90.4264
-1.65842e-05, -90.5624
-1.65429e-05, -90.698
-1.6508e-05, -90.8312
-1.64588e-05, -90.962
-1.64278e-05, -91.0944
-1.6339e-05, -91.2399
-1.63577e-05, -91.353
-1.63341e-05, -91.4832
-1.62999e-05, -91.6068
-1.6272e-05, -91.7345
-1.62296e-05, -91.8598
-1.62061e-05, -91.9832
-1.61801e-05, -92.1076
-1.61554e-05, -92.2294
-1.61213e-05, -92.3492
-1.61084e-05, -92.4731
-1.60844e-05, -92.5929
-1.60586e-05, -92.7126
-1.6043e-05, -92.832
-1.60205e-05, -92.9492
-1.59886e-05, -93.0728
-1.6148e-05, -93.1899
-1.59474e-05, -93.298
-1.59371e-05, -93.4158
-1.59138e-05, -93.5336
-1.59008e-05, -93.6467
-1.5889e-05, -93.7635
-1.58708e-05, -93.8754
-1.58345e-05, -93.9933
-1.58149e-05, -94.0985
-1.58204e-05, -94.2159
-1.58045e-05, -94.3278
-1.57914e-05, -94.439
-1.578e-05, -94.5515
-1.57634e-05, -94.6596
-1.57514e-05, -94.7724
-1.5721e-05, -94.8834
-1.57138e-05, -94.988
-1.5712e-05, -95.1034
-1.56973e-05, -95.2147
-1.56964e-05, -95.3246
-1.5672e-05, -95.4302
-1.56628e-05, -95.5409
-1.5657e-05, -95.6478
